0	0
0	17
0	5654
0	10398
0	10564
0	11056
0	12510
0	12520
0	14633
0	14635
0	17894
0	20830
0	22269
1	1
1	5243
1	9224
1	17725
1	19418
1	19562
1	22698
2	2
2	6470
2	9471
2	12515
2	13140
2	13417
2	15189
2	21503
3	3
3	1499
3	2104
3	2112
3	10381
3	12445
3	12771
3	15180
3	15181
3	18233
3	20727
3	21384
4	4
4	9219
4	10567
4	11029
4	12506
4	17720
4	19744
4	25641
5	5
5	3662
5	3670
5	5282
5	5667
5	5684
5	6965
5	7028
5	8759
5	9221
5	11935
5	12444
5	21360
5	25814
6	6
6	8
6	9233
6	11978
6	14903
6	21224
7	7
7	12
7	13
7	6432
7	6433
7	6434
8	9
8	5200
8	5280
8	7026
8	9232
8	9235
8	10385
8	11957
8	14634
8	16763
8	17891
8	17896
8	19608
8	20707
8	21851
8	21857
8	22310
8	24374
8	25738
9	10
9	10406
9	11988
9	12490
9	12524
9	12526
9	20718
10	11
10	1357
10	7354
10	8875
10	9215
10	9230
10	10404
10	12774
10	15694
10	17722
10	22541
10	24262
10	25686
11	14
11	16
11	1789
11	2114
11	5193
11	7757
11	10042
11	12779
11	15692
11	20160
11	21847
11	25735
12	15
12	2102
12	2103
12	3541
12	5370
12	7754
12	9202
12	9213
12	9222
12	11925
12	11939
12	11940
12	12785
12	12980
12	13115
12	16237
12	19794
12	20868
12	20871
12	21574
12	22540
12	22694
12	24989
13	18
13	439
13	561
13	585
13	6022
13	7882
13	8032
13	8774
13	9051
13	9063
13	9413
13	12311
13	13313
13	13315
13	14501
13	15728
13	16816
13	17260
13	18042
13	18186
13	18357
13	18360
13	18996
13	20019
13	20756
13	22309
13	23456
13	23991
14	19
14	20
14	1497
14	1500
14	5061
14	18684
15	21
15	6715
15	10304
15	10309
15	17538
15	17539
15	22987
16	22
16	1804
16	2225
16	3770
16	3780
16	4122
16	5771
16	6789
16	11129
16	11137
16	11369
16	11446
16	12580
16	15413
16	17594
16	20582
16	21938
16	21989
16	22503
16	22815
16	23014
16	23368
16	23430
16	24697
16	24795
16	25340
17	23
17	8138
17	11097
17	11245
17	20236
17	23550
17	25787
18	24
18	34
18	1088
18	3619
18	4828
18	6745
18	7034
18	7244
18	7852
18	10368
18	10495
18	10521
18	11038
18	11067
18	12661
18	13632
18	13685
18	16156
18	18443
18	20128
18	20420
18	20624
19	25
19	165
19	181
19	1384
19	1848
19	2021
19	13473
19	18143
19	19613
19	21832
19	25648
20	26
20	4518
20	12651
20	14731
20	20257
20	20565
20	23694
21	27
21	69
21	88
21	925
21	1745
21	1797
21	1843
21	4118
21	4498
21	4635
21	5202
21	5225
21	5794
21	6574
21	6621
21	6721
21	6750
21	6842
21	7932
21	8072
21	8396
21	8418
21	8873
21	8908
21	10336
21	10393
21	10858
21	11127
21	11169
21	11345
21	11373
21	11629
21	11674
21	11688
21	12070
21	12973
21	13458
21	14607
21	14836
21	15099
21	16046
21	16086
21	16554
21	17255
21	17372
21	17453
21	18198
21	19940
21	20423
21	20488
21	20636
21	20651
21	20864
21	22029
21	22574
21	22978
21	23482
21	23672
21	23738
21	23879
21	24461
21	24553
21	24624
21	24661
21	24709
21	24773
21	25404
21	25552
21	25569
22	28
22	52
22	60
22	324
22	2018
22	3019
22	6753
22	9636
22	11971
22	14609
22	16576
22	16585
22	17334
22	17335
22	18925
22	19164
22	19349
22	21497
22	24918
22	24958
22	25385
23	29
23	4086
23	4582
23	6600
23	6610
23	6612
23	9343
23	14031
23	14639
23	15466
23	15505
23	15509
23	21324
23	23220
23	23664
23	24924
23	25383
23	25615
24	30
24	5064
24	7961
24	7997
24	8710
24	16493
24	22006
24	24747
25	31
25	276
25	292
25	4755
25	5264
25	8242
25	8266
25	8379
25	11037
25	11180
25	11828
25	11975
25	12336
25	12749
25	16180
25	16334
25	16418
25	17546
25	18099
25	18100
25	18102
25	18282
25	18705
25	20227
25	20289
25	20630
25	21991
25	23084
25	23727
25	24016
25	25387
25	25443
25	25791
26	32
26	690
26	1549
26	2431
26	2535
26	3288
26	4857
26	5082
26	5111
26	7573
26	7922
26	13192
26	13767
26	15862
26	15887
26	18208
26	18906
26	18952
26	20247
26	23634
26	25559
27	33
27	45
27	278
27	1790
27	2232
27	5301
27	8155
27	14531
27	17980
27	17981
27	20136
27	24675
28	35
28	558
28	1907
28	5629
28	6218
28	7311
28	7945
28	8048
28	10224
28	10617
28	11195
28	11902
28	11908
28	12242
28	14743
28	16136
28	16137
28	17647
28	18473
28	19407
28	19433
28	19621
28	20177
28	20395
28	21228
28	21754
28	22321
28	22467
28	23221
28	23983
28	25697
29	36
29	157
29	9975
29	10467
29	12559
29	14610
29	22015
29	23490
30	37
30	106
30	10323
30	14948
30	15346
30	15668
30	15878
30	24061
31	38
31	7524
31	18659
31	20390
31	20845
31	23382
32	39
32	2190
32	10327
32	13627
32	13915
32	16413
32	18279
32	21171
32	22054
32	24121
32	24585
33	40
33	47
33	67
33	122
33	4125
33	10298
33	10328
33	13633
33	17957
33	19044
33	22793
33	23758
33	23890
34	41
34	68
34	112
34	126
34	129
34	133
34	1815
34	2702
34	3630
34	3768
34	6537
34	6714
34	7823
34	9974
34	12534
34	13189
34	13629
34	14761
34	16031
34	16157
34	18534
34	19473
34	19573
34	21456
34	21609
34	22157
34	22158
34	22710
35	42
35	120
35	10333
35	10361
35	21198
35	21199
35	21200
35	23606
36	43
36	90
36	5236
36	5267
36	7875
36	10303
36	11364
36	12579
36	13628
36	16013
36	17406
36	19093
36	19215
36	20119
36	21050
36	22118
36	25703
36	25852
37	44
37	1751
37	7399
37	13567
37	13771
37	14760
37	15407
37	15408
37	15409
37	17106
37	17141
37	17390
37	18047
37	19377
37	19380
37	21663
37	22619
37	23778
37	25429
37	25947
38	46
38	12149
38	12153
38	13263
38	19478
38	23749
39	48
39	3578
39	4174
39	4699
39	4935
39	10592
39	14325
39	17258
39	20243
39	23988
39	25092
40	49
40	105
40	2189
40	3532
40	6505
40	8362
40	8388
40	8412
40	9134
40	9548
40	9549
40	10570
40	11363
40	12845
40	12975
40	13227
40	13972
40	14083
40	14176
40	14773
40	15335
40	15695
40	15696
40	18786
40	20378
40	21440
40	23687
40	24202
40	24465
40	24880
40	25913
41	50
41	1785
41	1805
41	2135
41	3243
41	3635
41	3749
41	3764
41	4093
41	4562
41	4790
41	5355
41	5772
41	5808
41	6163
41	6500
41	7070
41	7101
41	7872
41	8505
41	8519
41	8541
41	10586
41	11139
41	11415
41	14233
41	15226
41	15525
41	15591
41	16339
41	16355
41	18361
41	19125
41	20323
41	21256
41	21357
41	21680
41	23398
41	23708
41	23990
41	24112
41	25196
42	51
42	806
42	4389
42	20269
42	21766
42	22076
42	25390
43	53
43	998
43	1753
43	3516
43	5367
43	5780
43	7131
43	8501
43	8949
43	9330
43	13148
43	13156
43	13515
43	19850
43	24814
43	25038
44	54
44	577
44	824
44	1613
44	1938
44	2210
44	2983
44	3628
44	4382
44	5007
44	5035
44	5643
44	5757
44	6161
44	6774
44	7584
44	8247
44	9972
44	10029
44	10679
44	11211
44	11297
44	11664
44	11666
44	11682
44	12867
44	13359
44	13554
44	15237
44	16191
44	16425
44	16943
44	18349
44	18893
44	19143
44	20297
44	20512
44	21057
44	22052
44	22392
44	22854
44	23478
44	24237
44	25026
45	55
45	762
45	767
45	1740
45	1994
45	4615
45	4616
45	4623
45	5362
45	6064
45	6072
45	6086
45	6310
45	7207
45	7923
45	8883
45	8897
45	9248
45	9882
45	11317
45	11418
45	11444
45	11561
45	13130
45	13555
45	14310
45	14320
45	14586
45	15331
45	15339
45	15578
45	16449
45	17329
45	17751
45	18286
45	18479
45	18956
45	20248
45	21172
45	21501
45	21516
45	21960
45	22955
45	23053
45	23655
45	23707
45	24367
45	24577
46	56
46	515
46	687
46	1718
46	7818
46	8572
46	9474
46	11756
46	12300
46	13242
46	15542
46	19517
46	21704
46	22611
46	23733
46	24766
47	57
47	8430
47	10017
47	13298
47	16832
47	17691
47	18482
47	21139
47	22639
47	23919
48	58
48	770
48	1694
48	3931
48	4017
48	4030
48	4046
48	4176
48	4205
48	4249
48	4697
48	4785
48	5069
48	5098
48	5110
48	6214
48	7004
48	7708
48	8283
48	9884
48	11928
48	12433
48	12447
48	12673
48	13790
48	14159
48	14382
48	14386
48	14613
48	14843
48	15599
48	15658
48	15660
48	16878
48	17698
48	18056
48	20190
48	20262
48	20447
48	20454
48	20458
48	23061
48	23235
48	24166
49	59
49	9012
49	13636
49	13638
49	15870
49	20846
49	20850
49	21953
49	25330
50	61
50	288
50	928
50	991
50	2230
50	2231
50	2233
50	2235
50	6556
50	6703
50	6716
50	7217
50	7226
50	8389
50	9249
50	9260
50	9514
50	9527
50	10177
50	11359
50	11367
50	11465
50	11832
50	12547
50	14078
50	15235
50	16030
50	16464
50	16467
50	19580
50	20632
50	20637
50	21313
50	22011
50	23013
50	23530
50	23552
50	24546
50	24878
51	62
51	1575
51	1961
51	4375
